Sequence,Credits,Type,Flag,Num,Taken
DANC 115,3.0,,0,0,False
MUSC 130,3.0,,0,0,False
THTR 115,3.0,,6,2,False
Elective,3.0,Dance,1,0,False
Elective,7.0,Performing Arts,1,0,False
