Sequence,Credits,Type,Flag,Num,Taken
Elective,9.0,Globally focused,1,0,False
ARTH 303 ^ ECON 342 ^ ENGL 325 ^ ENVS 275 ^ INTB 334 ^ PBHL 303 ^ PSCI 353,9.0,,3,0,False
