Sequence,Credits,Type,Flag,Num,Taken
CS 361,3.0,Programming Languages and Systems,7,3,False
CS 370,3.0,Programming Languages and Systems,0,3,False
CS 377,3.0,Programming Languages and Systems,0,3,False
CS 429,3.0,Programming Languages and Systems,0,3,False
CS 440,3.0,Programming Languages and Systems,7,3,False
CS 441,3.0,Programming Languages and Systems,0,3,False
CS 461,3.0,Programming Languages and Systems,0,3,False
ECEC 413,3.0,Programming Languages and Systems,0,3,False
