Sequence,Credits,Type,Flag,Num,Taken
ACCT 115 | ACCT 110 ^ BLAW 201 | BLAW 321 ^ ECON 201 ^ ECON 202 ^ FIN 301 ^ MIS 200 ^ MKTG 201 ^ OPM 200 ^ ORGB 300 [WI] ^ STAT 201 ^ STAT 202,24.0,,6,6,False
