Sequence,Credits,Type,Flag,Num,Taken
Elective,12.0-14.0,Students must complete a minimum of 12 credits of,1,0,False
ARTH 301,12.0-14.0,,0,0,False
ARTH 302,12.0-14.0,,0,0,False
ARTH 303,12.0-14.0,,0,0,False
ARTH 304,12.0-14.0,,0,0,False
ENGL 325,12.0-14.0,,0,0,False
FMST 293,12.0-14.0,,0,0,False
HIST 239,12.0-14.0,,0,0,False
HIST 261,12.0-14.0,,0,0,False
HIST 263,12.0-14.0,,0,0,False
HIST 264,12.0-14.0,,0,0,False
HIST 322,12.0-14.0,,0,0,False
PHIL 102,12.0-14.0,,0,0,False
