Sequence,Credits,Type,Flag,Num,Taken
FMST 101,3.0,,0,0,False
FMST 102,3.0,,0,0,False
TVST 100,3.0,,0,0,False
FMST 203 ^ FMST 250 ^ FMST 255 ^ FMST 260 ^ FMST 256 ^ FMST 266 ^ FMST 290 ^ FMST 291 ^ FMST 293 ^ FMST 352 ^ TVST 260 ^ TVST 361 ^ TVST 362 ^ TVST 368 ^ FMST T280 | FMST T380 ^ TVST T280 | TVST T380,3.0,,6,5,False
