Sequence,Credits,Type,Flag,Num,Taken
EDEX 142,3.0,,0,0,False
EDEX 368 [WI],3.0,,0,0,False
EDLT 325 | EDUC 308,3.0,,4,0,False
EDUC 101 | EDUC 316,3.0,,4,0,False
EDUC 120 | EDUC 123 | EDUC 223,3.0,,4,0,False
EDUC 216,3.0,,0,0,False
EDUC 322 | EDUC 306,3.0,,4,0,False
EDUC 324 | EDUC 365,3.0,,4,0,False
