Sequence,Credits,Type,Flag,Num,Taken
BLAW 201,4.0,None?,0,0,False
BLAW 202 ^ BLAW 320 ^ BLAW 321 ^ BLAW 330 ^ BLAW 334 ^ BLAW 338 ^ BLAW 340 ^ BLAW 342 ^ BLAW 343 ^ BLAW 346 ^ BLAW 348 ^ BLAW 356 ^ BLAW 358 ^ BLAW 360 ^ BLAW I499 ^ BLAW T480,20.0,None?,6,5,False
