Sequence,Credits,Type,Flag,Num,Taken
HIST 230 ^ HIST 231 ^ HIST 234 ^ HIST 235 ^ HIST 236 ^ HIST 239 ^ HIST 248 | JWST 226 ^ HIST 331 [WI] ^ HIST 333 ^ HIST 338 [WI] ^ HIST 341 ^ HIST 370 ^ JWST 215 ^ PSCI 150 ^ PSCI 250 ^ PSCI 310 ^ PSCI 352 ^ PSCI 353,16.0,,6,0,False
