Sequence,Credits,Type,Flag,Num,Taken
PBHL 301 ^ PBHL 303 ^ PBHL 304 ^ PBHL 317,3.0,,3,0,False
Elective ^ ECON 342 ^ PBHL 320 ^ PBHL 321 ^ PHIL 335 ^ WGST 225 ^ WGST 240,12.0,,3,0,False
