Sequence,Credits,Type,Flag,Num,Taken
ANIM 100 | DIGM 100 | PHTO 141 | VSCM 200,3.0,,4,0,False
ANIM 110,3.0,,0,0,False
ANIM 140,3.0,,0,0,False
ANIM 211,3.0,,0,0,False
ANIM 141 ^ ANIM 145 ^ ANIM 212 ^ ANIM 214 ^ ANIM 215 ^ ANIM 220 ^ ANIM 221 ^ ANIM 231 ^ ANIM 240 ^ ANIM 247 ^ ANIM 248 ^ ANIM 314 ^ ANIM 315 ^ ANIM 347 ^ ANIM 410 ^ ANIM 411 ^ ANIM 412 ^ ANIM 435 ^ ANIM T280 ^ ANIM T380,12.0,,6,4,False
