Sequence,Credits,Type,Flag,Num,Taken
MENA 101,3.0,None?,0,0,False
Elective,9.0-10.0,Students must complete a minimum of 9 credits of,1,0,False
GST 241,9.0-10.0,None?,0,0,False
GST 341,9.0-10.0,None?,0,0,False
HIST 206,9.0-10.0,None?,0,0,False
JWST 223 | HIST 260,9.0-10.0,None?,4,0,False
