Sequence,Credits,Type,Flag,Num,Taken
ITAL 230,3.0,,6,0,False
ARTH 102 ^ ARTH 325 ^ ARTH 327 ^ CULA 305 ^ HIST 355 ^ SCL 419,12.0-13.0,,3,0,False
