Sequence,Credits,Type,Flag,Num,Taken
CS 300,3.0,Algorithms and Theory,0,3,False
CS 303,3.0,Algorithms and Theory,0,3,False
CS 440,3.0,Algorithms and Theory,7,3,False
CS 441,3.0,Algorithms and Theory,0,3,False
CS 457,4.0,Algorithms and Theory,7,3,False
CS 458,3.0,Algorithms and Theory,0,3,False
MATH 300,4.0,Algorithms and Theory,0,3,False
MATH 301,3.0,Algorithms and Theory,0,3,False
MATH 305,4.0,Algorithms and Theory,0,3,False
MATH 475,3.0,Algorithms and Theory,0,3,False
