Sequence,Credits,Type,Flag,Num,Taken
LAW 101,4.0,,0,0,False
LAW 110,4.0,,0,0,False
LAW 102 ^ LAW 135 ^ LAW 201 ^ LAW 210 ^ LAW 211 ^ LAW 215 ^ LAW 216 ^ LAW 217 ^ LAW 301 [WI] ^ LAW 304 ^ LAW 305 ^ LAW 310 ^ LAW 312 ^ LAW 315 ^ LAW 340 ^ LAW 495 ^ LAW T280 ^ LAW T380,16.0,,6,3,False
